"bold_E","se_b_E","exp_E","se_exp_E","act_E","se_act_E","bold_I","se_b_I","exp_I","se_exp_I","act_I","se_act_I","ID_fish"
-0.425475699088268,0.351988850499891,0.35771762279459,0.293056084814487,-0.080461228303994,0.465530818439245,0.315518832124444,0.284468581895609,-0.392310461093133,0.339630277189253,0.261314507575646,0.375398055836172,"B/BB"
-0.998457441183012,0.475885033014918,0.629590566271025,0.38360780231625,0.118395166754265,0.530345388578871,-0.00824953449026365,0.32189698958997,0.436459525237514,0.378315100178464,0.597848740011431,0.401412021022913,"B/BG"
-0.42025533978028,0.350729137360234,0.571350797641438,0.311382969414059,-0.0906295153681388,0.464423628908737,0.371021272126276,0.282196250902844,-0.368150511726172,0.338673501666829,-0.15757916630935,0.372450195380935,"B/BR"
-0.445324023846291,0.353998794231189,0.509621983104188,0.305617400585715,0.0792445105861563,0.490546123065753,0.448438558558195,0.288273562691972,-0.68550989837091,0.349426042769206,-0.562278617367257,0.407626193608198,"B/GB"
-0.415792333933725,0.47695115839567,0.636897221126024,0.417393701222653,0.264653990087856,0.654156368055981,0.525268787592909,0.321626939500994,-1.10794202331577,0.461685418469878,-0.546633109301082,0.438810173703496,"B/GG"
-0.442270594329723,0.443459065046233,0.366701428684614,0.330448709700558,-0.537392061969115,0.584650232731225,-0.037289104442263,0.30848001541649,0.0549307893521739,0.3697806214291,0.499804522517227,0.394348145132975,"B/GR"
-0.828367070857358,0.408130728950504,0.317053859922672,0.318016325921183,0.154548164504507,0.492628343310543,0.183286022218911,0.296382779990875,-0.235798189255407,0.350765013641862,0.336942135206999,0.384031546847197,"B/OB"
-0.446107542886476,0.34299969971814,0.224428818996072,0.329894013985805,-0.331821769235024,0.459000885109444,0.302213705012157,0.280482939845177,-0.118054176732551,0.343698772741853,0.245899858364218,0.372509703893388,"B/OO"
-0.0907178861074895,0.423466214902171,0.467477796383758,0.304150335586969,-0.70226848166299,0.493857092962236,0.130921822816718,0.301643226370333,-0.31383468452724,0.33795266599187,-0.0451955321903526,0.380043567604017,"B/RB"
-0.397101079747634,0.361965947339243,0.528732132145502,0.301841043077498,-0.189232795035317,0.465024041724828,0.0664679952404725,0.286667421326308,-0.0280386998554528,0.334449811274354,0.186643736596159,0.371955163421016,"B/RG"
-0.314903862221958,0.360798965602051,0.388122472159953,0.286768030397166,-0.48150383757678,0.458360633419914,0.339959304531242,0.28115399776591,-0.196288133125881,0.33039839064595,0.0179321146862131,0.369203739614971,"B/RR"
-0.381725782126816,0.355361110033216,0.333563196641145,0.304018851066908,-0.819323235250958,0.497456207228178,0.0639489983674361,0.282724548252388,0.0925915622962954,0.345105150821834,0.513603105772327,0.397860222289127,"BB/B"
-0.45547599207525,0.353153303742243,0.383277715589401,0.301559566174366,-0.62942372308989,0.479255725717854,0.273238390104714,0.286100184932942,-0.00090817402846523,0.346012237160655,-0.0411003995681667,0.378899951481485,"BB/G"
-0.684637670279233,0.368494763657797,0.455023310918821,0.298190921327094,0.180746689048794,0.469233465601496,0.379489803466224,0.289524481918572,-0.509377887691142,0.34279165301343,0.0841219580647955,0.381531519671985,"BB/O"
-0.374598448497605,0.352551743792971,0.38339041315064,0.294650624773957,-0.419334533346216,0.464827102149287,0.27183500043105,0.284110292860163,0.0565730387505496,0.346028897959961,0.0911157392613626,0.374591160291611,"BB/R"
-0.379661081737988,0.359574207249367,0.26846594063343,0.318188736436423,-0.367274999718155,0.469125945767559,0.402588181433338,0.284580013293901,-0.52516984329961,0.340488453229747,-0.0232205143941462,0.370880125069182,"BG/B"
-0.580054383060386,0.361972677924371,0.38085072372131,0.292431409848978,-0.510221976956717,0.466588731531575,0.13306674058248,0.284955938426557,-0.186071135220864,0.334491756174855,0.0966775059276796,0.368053035494636,"BG/G"
-0.549330138298981,0.363131150318038,0.54416722113357,0.316360395376576,0.126413574323596,0.487820086914032,0.546740661908706,0.300566878361724,-0.74725374579317,0.357321809861159,-0.559636473194392,0.403741109346408,"BG/R"
-0.529351913857634,0.350343766379034,0.355788846497997,0.304139899051392,-0.805511475127107,0.487275444821859,-0.115135419751628,0.297410171586571,0.310760801345719,0.350511408368138,0.689855379274169,0.392390585173732,"BO/G"
-0.614239346873091,0.370171609461603,0.309717800755647,0.309360213296953,-0.499990838686774,0.484210429316488,-0.0712084390533313,0.294623535049801,-0.0533389515404545,0.341772156052319,0.657990085046052,0.403620847667761,"BR/B"
-0.539575750167002,0.436478731756138,0.470879544334896,0.335478938422544,-0.0201657852285392,0.590467101926606,0.451621446211805,0.302187960961483,-0.423873122096809,0.373136191057367,-0.202329871895987,0.392631080096357,"BR/G"
-0.423304495967829,0.352181909490146,0.283130433923156,0.311817873842923,-0.775883993289119,0.50848668269795,0.183258761133648,0.28526206260389,-0.0597803651835879,0.341280998492999,0.478664407057026,0.402076355038231,"BR/R"
-0.426481209190917,0.456838855467858,0.318170495973016,0.355639828524139,-0.738965214043631,0.627482811099214,-0.214183354868525,0.33691694190202,0.289644093430255,0.392430215519157,0.782646032286188,0.421881528355761,"G/BB"
-0.194299083523202,0.388854444786834,0.37038603784369,0.297673070676866,-0.714245920921736,0.475394896236978,0.153674590154304,0.285608772420042,-0.0875652423904691,0.332944541588113,0.00718254355551502,0.372007502427134,"G/BG"
-0.542591458386835,0.350011197098429,0.467758778135467,0.290167400366591,0.146276721676072,0.476405920009032,0.454544538643051,0.284729343577924,-0.447982172376748,0.33604682653324,-0.315884719650162,0.383466281919937,"G/BR"
-0.694905526306183,0.367286441332156,0.587685202235466,0.318016588094632,0.161821612808447,0.485221721684243,0.315012595302985,0.282531936379709,-0.278937768853952,0.342111408559985,-0.173936941026307,0.389323037476034,"G/GB"
-0.398442842703104,0.348441899864161,0.291851750349608,0.30464371995504,-0.379553467751958,0.460502775708514,0.215643300662617,0.279855929963016,-0.0415141890957905,0.339333176666931,0.372438371305571,0.375628977272734,"G/GG"
-0.575884654875954,0.351798671097366,0.481439960125959,0.295489043021247,-0.222986940067965,0.460101401509602,0.0165707578206369,0.290320795324795,-0.197399173239339,0.335772863658868,0.169608338121508,0.370629639101193,"G/OG"
-0.557485033468414,0.347108454857116,0.541391504456589,0.308230138356572,-0.409066714199529,0.453235539528442,0.0977906367611191,0.279285086371187,0.126019160369146,0.341799987105709,0.227052294499282,0.365562677909716,"G/OO"
-0.568215777466984,0.383209963324816,0.407311255970633,0.322951754039383,-0.105402200337358,0.499384698352021,-0.131931530774428,0.32629422657158,-0.00336532880319433,0.357732278275171,0.831377264509039,0.41030654909918,"G/RB"
-0.437142595328489,0.476138585172929,0.644187296122964,0.410735430298499,0.378745187519179,0.688637716862914,0.557292245281249,0.325236191707247,-0.912623728652603,0.42872790708512,-0.898735781294237,0.481121985157576,"G/RG"
-0.658673242245299,0.407615339638547,0.657521910501289,0.396311046278898,0.761623530049698,0.58562451275114,0.615899470774621,0.330800723964894,-1.0000052629076,0.41975160414274,-0.337257016831496,0.435060090728218,"G/RR"
-0.703312731372503,0.363900050387951,0.394619874048368,0.299379230249611,-0.144102276446739,0.468494913075799,0.161261559878147,0.281735055956916,0.094363457437271,0.341146796072117,0.59505595682375,0.381397832481714,"GB/B"
-0.29750878872316,0.402750127625672,0.527473868720661,0.342982916790949,0.266981358811898,0.518150163229864,0.803261216922365,0.344902163433131,-1.09850867665492,0.395871608122151,-0.908105860659848,0.440054940835782,"GB/G"
-0.37851467452631,0.447055578353252,0.45606564066664,0.338630341856889,-0.377799637223522,0.591382616213144,0.0018625398407036,0.313123175190971,-0.279540116979892,0.384597179048009,0.295538076397707,0.397559137868682,"GB/R"
-0.509509374708513,0.428620919024588,0.405593090131169,0.319995609140108,-0.284570306949049,0.569294082271002,0.206507223307941,0.289336924309897,-0.0786306512446375,0.366812273370612,0.11537557813343,0.382493268320784,"GG/B"
-0.149014967435694,0.426742097208864,0.158953740547619,0.371680562782082,-0.312537357226839,0.494163520497651,0.324946734167756,0.298994968817157,-0.241820177998022,0.367048867912685,0.219674153436513,0.390588633837273,"GG/G"
-0.786960902177169,0.421889735402901,0.402926936526154,0.326285852017098,0.720076471077835,0.564463021638543,0.581214227527632,0.338286308046551,-0.609847421830409,0.359070038916237,-0.0777801291822334,0.411486713167778,"GG/R"
-0.605287673781905,0.35520557618336,0.465373531687899,0.300212158540888,-0.459779021675141,0.462416864842919,0.182181249534087,0.286015276892055,0.0883941132863465,0.344070976969316,0.0532629741913131,0.377146076695428,"GO/B"
-0.187336861110194,0.405808311924397,0.52217853031423,0.316586201995607,-0.582581337885894,0.481660922185968,-0.0381726174912154,0.320176691684257,-0.176683616066412,0.346373696627507,0.0249692837487416,0.384828233290402,"GO/O"
-0.473781047562573,0.4311257685639,0.440325249208816,0.327000633692424,-0.227954942023375,0.565777609596546,0.183518051850465,0.293086193736028,-0.136144759436325,0.374683239746736,-0.0192043450029806,0.388455387693894,"GR/B"
-0.389441272932166,0.370135092749628,0.19306330860999,0.353213487968766,-0.709579699067865,0.509192864138625,-0.0975028575405205,0.30323574825704,0.160189598440293,0.360957856292828,0.739540288123324,0.411428920962242,"GR/G"
-0.625144423869257,0.350528567941971,0.425063030358304,0.282217853020655,0.0609760630844857,0.458455697185599,0.346593273729868,0.282527225771263,-0.394131447248252,0.331180676279657,0.0833791274384691,0.367656508574253,"GR/R"
-0.423303884559355,0.432691670766681,0.454357861366741,0.329604226013035,-0.284386295219874,0.577168924375156,0.0822305265408527,0.299672590082613,-0.168753362392917,0.365610985237128,0.0689627992471817,0.384494023155523,"O/BO"
-0.680277025277476,0.37294157847745,0.561337843738062,0.317673024330122,0.194469555343229,0.519830937892432,0.374195040344522,0.29844464195506,-0.060302727927595,0.349460184595988,-0.171901717822934,0.406929736603314,"O/GO"
-0.684783074903833,0.368299477847491,0.618369178449668,0.342217998371921,-0.384245563201131,0.465715895831414,0.0101241746744701,0.28784939100306,0.085229776894879,0.347419556610671,0.318949353694105,0.370325331153594,"O/OB"
-0.153716326822913,0.404961088480757,0.431471345063115,0.294849540708466,-0.763925295276666,0.485961401636944,0.070997279247256,0.2936788133288,-0.101801906203329,0.340350484081751,0.147045853421759,0.374496305817578,"O/OO"
-0.337116027095532,0.37814943771955,0.290735655566142,0.317173932957392,-0.539212216321266,0.493817600607665,0.0451593023821663,0.297551723583379,0.112262364365922,0.357908911687875,0.756634330539571,0.414329966587083,"OB/B"
-0.785144225811118,0.394067648356446,0.408457034713752,0.294458435158959,0.335133272512535,0.498226586591047,0.442583664487398,0.304988371241411,-0.40557618104889,0.338723818550389,0.0557294063589673,0.381379214129503,"OB/O"
-0.505468497128277,0.348912109215255,0.217198898592708,0.335872009527123,-0.247623399611713,0.471320616443105,0.300792125716893,0.278997406715009,-0.250605846637557,0.348842960972148,0.340566238182366,0.383591937635417,"OG/B"
-0.79162712264355,0.46044676913673,0.714913123066455,0.401800016120134,0.522518221203468,0.583518909148582,0.768885701332726,0.366303241871958,-0.875263434139949,0.406462466483662,-0.864744009555225,0.475797197456079,"OG/G"
-0.412168458338749,0.35246543407678,0.377533746671748,0.292604042258556,-0.527167655526429,0.468363006422658,0.04174839248313,0.290774783362481,-0.26568476652845,0.333299758434588,0.201672206430241,0.373430517356148,"OG/O"
-0.636512648528516,0.358840486753671,0.416714754825053,0.297191312295684,-0.00159638252947162,0.473904941880644,0.0103623480096013,0.294398503628217,0.0176435482770782,0.33775121824793,0.326435673643686,0.376737972725095,"OO/B"
-0.660210513633754,0.359812238914077,0.50637568690761,0.29907780172018,-0.315683854489832,0.45393213723338,0.0540117187580801,0.286564397906569,0.144610144080722,0.340277465179525,0.238664859135935,0.365872746646934,"OO/G"
-0.479971883696034,0.346264543493944,0.418524081840252,0.292752469663301,-0.655252930554711,0.480605564914036,-0.0102885610734665,0.293393443756349,-0.0774950046861022,0.339436346387303,0.393477909584992,0.382518933139805,"OO/O"
-0.531807512534611,0.431211387008685,0.40117758836484,0.325807832383939,-0.265152470517736,0.571777225768521,0.286144330902942,0.29918215599898,-0.200397635901239,0.372745833879569,0.191890798829386,0.386547561508203,"R/BB"
-0.442764636587938,0.358560493243779,0.578042376508878,0.327053718580271,0.156147794675542,0.489910161307388,0.446808796381866,0.286847151989102,-0.7755535795713,0.36575362589101,-0.545161018001862,0.406940402114861,"R/BG"
-0.173396845421437,0.442690286668548,0.248642915560827,0.351598314054446,-1.2338645400492,0.583589669932126,-0.275317911401272,0.359960644793357,0.18722508641683,0.368722710173149,0.687926095639476,0.434591270727777,"R/BR"
-0.491245611237996,0.353346935948908,0.557002942816847,0.305697210563418,0.136523876709161,0.482545578723348,0.470828190017817,0.289296368247212,-0.49641076419339,0.340457433289075,-0.431167192975091,0.393774659538121,"R/GB"
-0.722856901174767,0.389925955450001,0.596203627445878,0.338508630019626,-0.347743782332198,0.481116396956221,-0.138338730804047,0.311965548029379,0.252870055733337,0.354067257178792,0.443721595684991,0.385721021866799,"R/GG"
-0.49682244887583,0.354321914146269,0.375780484202605,0.302483267579164,-0.65397393426214,0.47483133347938,0.168781149256282,0.288096877869332,0.273600753549363,0.354951502359981,0.385046401377975,0.380464645204815,"R/GR"
-0.070461356639561,0.443719453669971,0.18367861409198,0.373697802608749,-1.15065599226615,0.568464431769486,0.173208791942147,0.305637238325772,0.0546299506112295,0.374213007982159,0.248095311897626,0.412307524314392,"R/RB"
-0.160198178663724,0.412393529271324,0.366212721674553,0.314735325240298,-0.134347973125791,0.473564466076505,0.43111751771272,0.2981501260318,-0.800628079337923,0.356578678051298,-0.290065839329337,0.380755887135659,"R/RG"
-0.707327583392596,0.361925443274624,0.486431656778211,0.295626275518154,0.010769373138425,0.472060725323905,0.181459698699083,0.279375106819265,0.00385371863086501,0.334670409981631,0.226515993282418,0.364011958540786,"R/RR"
-0.421166914649981,0.357242586429295,0.322973956378945,0.306886247503358,-0.216325759811676,0.465128422351225,0.525736185884919,0.302594134630122,-0.417545477888115,0.342606511320451,-0.312533895291047,0.380369431569925,"RB/B"
-0.96404044882451,0.463740738332523,0.339593828967343,0.319134614141293,-0.230617817514306,0.483943152132496,0.037235512187666,0.302510161464602,0.236504303366919,0.362437968583443,0.572673223547743,0.388125977907496,"RB/G"
-0.381576093552778,0.352673540425713,0.472643054900472,0.295504771211775,-0.385550291610568,0.464864715171253,0.370507824971973,0.278337111130126,-0.423386751362749,0.337808210749821,-0.235736652489645,0.374223619847283,"RB/R"
-0.558272135567542,0.429859577597389,0.346763443674081,0.333345506870382,-0.371395083124279,0.576250495086483,0.241753300883743,0.294594035603708,0.0270480232886867,0.372375601046753,0.287835810574668,0.39181451833775,"RG/B"
-0.386543368009262,0.355369632096279,0.487742138315224,0.297777079182366,-0.266084198591709,0.465428643736751,0.44222486480747,0.288073941440253,-0.341617631158357,0.334483898242302,-0.353664002282145,0.37953295252161,"RG/G"
-0.419032984755445,0.43578820715292,0.45032770438802,0.328316567002918,-0.307987905207592,0.57738895047728,0.0879921704327352,0.297682367139772,-0.254603019358487,0.367014211286314,0.18033585041377,0.385888477991138,"RG/R"
-0.456508191137937,0.343891771453757,0.309849980108631,0.301981076287177,-0.658476309166038,0.467606376496033,0.126830118528828,0.277961946283941,0.13252557442658,0.348716649295496,0.329177729050756,0.374671341293442,"RR/B"
-0.372272675141162,0.367511731451131,0.252757334651665,0.322229249711423,-0.662590950152526,0.492096280717318,-0.0610450523530802,0.297582803178212,0.126028509619761,0.350706367778291,0.699659611983941,0.399962709568846,"RR/R"
